



ITEM NO	ITEM_DESC	MSP	MSRP	DEALER PRICE	RETAIL-MAP	sale-price	end-sale	UPC	BRAND	FIREARM-ACTION	ATF-MODEL	CAL/GA
01823	CZU DW VALOR SA 45AP BLK 8R NS	1959.99	2299.00	1959.99	N/A	0.00		806703018232	CZ USA	PISTOL	VALOR	45AP
01824	CZU DW VALOR SA 45AP SS 8R NS	1669.99	1969.00	1669.99	N/A	0.00		806703018249	CZ USA	PISTOL	VALOR	45AP
0182403009	BRN CIT 725 SPT PC OU 12M/32MC	2629.99	3529.99	2629.99	N/A	0.00		023614743477	BROWNING	SHOTGUN	CITORI 725	12 GAUGE
0182403010	BRN CIT 725 SPT PC OU 12M/30MC	2629.99	3529.99	2629.99	N/A	0.00		023614743460	BROWNING	SHOTGUN	CITORI 725	12 GAUGE
0182413009	BRN CIT 725 SPT PC ADJ 12M/32M	2959.99	3979.99	2959.99	N/A	0.00		023614743491	BROWNING	SHOTGUN	CITORI 725	12 GAUGE
0182413010	BRN CIT 725 SPT PC ADJ 12M/30M	2959.99	3979.99	2959.99	N/A	0.00		023614743484	BROWNING	SHOTGUN	CITORI 725	12 GAUGE
0182463009	BRN CIT 725 SPT MPL O/U 12M/32	2739.99	3679.99	2739.99	N/A	0.00		023614744177	BROWNING ARMS COMPANY, INC	SHOTGUN	CITORI 725	12GA
0182463010	BRN CIT 725 SPT MPL O/U 12M/30	2739.99	3679.99	2739.99	N/A	0.00		023614744160	BROWNING ARMS COMPANY, INC	SHOTGUN	CITORI 725	12GA
01825	CZU DW VBOB SA 45AP B/SS 8RD	1669.99	1969.00	1669.99	N/A	0.00		806703018256	CZ USA	PISTOL	VALOR	45AP
018258304	BRN CIT HUNTER GRI OU 12M/28MC	1629.00	2179.99	1629.00	1899.99	0.00		023614744528	BROWNING	SHOTGUN	NA	12GA 2 3/4 AND 3
018258604	BRN CIT HUNTER GRI OU 20M/28MC	1629.00	2179.99	1629.00	1899.99	0.00		023614744566	BROWNING	SHOTGUN	HUNTER	20 GAUGE
018258813	BRN CIT HUNTER GRI OU 28/28MC	1679.00	2249.99	1679.00	1979.99	0.00		023614744580	BROWNING	SHOTGUN	HUNTER	28GA- 2 3/4
018258914	BRN CIT HUNTER GRI OU 410M/26M	1679.00	2249.99	1679.00	1979.99	0.00		023614744597	BROWNING	SHOTGUN	HUNTER	410 GAUGE
018259304	BRN CIT HUNTER GRII OU 12M/28M	1789.00	2399.99	1789.00	2099.99	0.00		023614744627	BROWNING	SHOTGUN	HUNTER	12 GAUGE
018259604	BRN CIT HUNTER GRII OU 20M/28M	1789.00	2399.99	1789.00	2099.99	0.00		023614744665	BROWNING	SHOTGUN	Citori	20 GAUGE
018259813	BRN CIT HUNTER GRII OU 28/28MC	1839.00	2479.99	1839.00	2149.99	0.00		023614744689	BROWNING	SHOTGUN	Citori	28 GAUGE
018259914	BRN CIT HUNTER GRII OU 410M/26	1839.00	2479.99	1839.00	2149.99	0.00		023614744696	BROWNING	SHOTGUN	NA	410 GAUGE
01826	CZU DW VBOB SA 45AP BLK 8RD NS	1959.99	2299.00	1959.99	N/A	0.00		806703018263	CZ USA	PISTOL	VALOR	45AP
018321303	BRN CIT 50TH HG OU 12M/30MC	6299.00	8399.99	6299.00	7499.99	0.00		023614854623	BROWNING	SHOTGUN	CITORI	12 GAUGE
01838	POF PHOENIX 9MM PST 8.5B 35RD	1501.00	1801.00	1501.00	1696.00	0.00		847313018380	PATRIOT ORDNANCE FACTORY, INC.	PISTOL	PSG	9MM
018709303	BRN CYN CX OU 12M/30MC	1549.00	2079.99	1549.00	1829.99	0.00		023614440840	BROWNING	SHOTGUN	CYNERGY	12GA
018709304	BRN CYN CX OU 12M/28MC	1549.00	2079.99	1549.00	1829.99	0.00		023614679172	BROWNING	SHOTGUN	CYNERGY	12 GAUGE
018710303	BRN CYN CX COMP OU 12M/30MC	1469.00	1979.99	1469.00	1729.99	0.00		023614440864	BROWNING	SHOTGUN	CYNERGY	12GA
018719203	BRN CYN WW 12M/30MC 3.5 MOBL	1929.99	2579.99	1929.99	N/A	0.00		023614739296	BROWNING	SHOTGUN	CYNERGY	12 GAUGE
018719204	BRN CYN WW 12M/28MC 3.5 MOBL	1929.99	2579.99	1929.99	N/A	0.00		023614737742	BROWNING	SHOTGUN	CYNERGY	12 GAUGE
018722203	BRN CYN WW 12M/30MC 3.5 MOSGH	1929.00	2579.99	1929.00	N/A	0.00		023614743347	BROWNING	SHOTGUN	CYNERGY	12 GAUGE
018722204	BRN CYN WW 12M/28MC 3.5 MOSGH	1929.00	2579.99	1929.00	2179.99	0.00		023614743330	BROWNING	SHOTGUN	CYNERGY	12 GAUGE
018724304	BRN CYN CX FEATHER OU 12M/28MC	1789.99	2399.99	1789.99	N/A	0.00		023614997221	BROWNING ARMS COMPANY, INC	SHOTGUN	CYNERGY CX	12GA
018725304	BRN CYN WW VTAN 12M/28MC 3.5	1929.00	2579.99	1929.00	2249.99	0.00		023614849353	BROWNING	SHOTGUN	CYNERGY	12 GAUGE
018728306	BRN CYN ULT TRKY 12MC/246 MOBL	1969.00	2649.99	1969.00	N/A	0.00		023614852377	BROWNING	SHOTGUN	CYNERGY	12 GAUGE
018729203	BRN CYN WW 12M/30MC 3.5 MAX7	1929.99	2579.99	1929.99	2179.99	0.00		023614853374	BROWNING	SHOTGUN	CYNERGY	12 GAUGE
018729204	BRN CYN WW 12M/28MC 3.5 MAX7	1929.99	2579.99	1929.99	2179.99	0.00		023614853367	BROWNING	SHOTGUN	CYNERGY	12 GAUGE
018729205	BRN CYN WW 12M/26MC 3.5 MAX7	1929.99	2579.99	1929.99	2179.99	0.00		023614853350	BROWNING	SHOTGUN	CYNERGY	12 GAUGE
01884	CZU DW ECP SA 9MM BLK 9RD	1479.99	1739.00	1479.99	N/A	0.00		806703018843	CZ USA	PISTOL	ECP	9MM
01937	CZU DW HEIR 2020 45AP BLK 8R	1974.99	2399.00	1974.99	N/A	0.00		806703019376	CZ USA	PISTOL	DAN WESSON HEIRLOOM	45AP
021001102	BRN SA-22 22LR SEMI GRD I	589.00	799.99	589.00	699.99	0.00		023614025559	BROWNING	RIFLE	SA-22	22LR
021002102	BRN SA-22 22LR SEMI GRD VI B	1349.00	1799.99	1349.00	1579.99	0.00		023614824831	BROWNING	RIFLE	SA-22	22LR
021003102	BRN SA-22 22LR SEMI GRD VI GRY	1349.00	1799.99	1349.00	1579.99	0.00		023614824848	BROWNING	RIFLE	SA-22	22LR
021023102	BRN SA-22 22LR SEMI GRD II OCT	839.00	1129.99	839.00	999.99	0.00		023614736592	BROWNING	RIFLE	SA-22	22LR
02161	CZU CZ512 SEMI 22M 5RD WOOD	509.99	605.00	509.99	N/A	0.00		806703021614	CZ USA	RIFLE	CZ512	22M
02301	CZU CZ457 LUX BA RFL 22LR 5R	534.99	629.00	534.99	N/A	0.00		806703023014	CZ USA	RIFLE	CZ457	22LR
02302	CZU CZ457 LUX BA RFL 22M 5R	534.99	629.00	534.99	N/A	0.00		806703023021	CZ USA	RIFLE	CZ457	22M
02310	CZU CZ457 AMER BA RFL 22LR 5R	509.99	599.00	509.99	N/A	0.00		806703023106	CZ USA	RIFLE	CZ457	22LR
02311	CZU CZ457 AMER BA RFL 22M 5R	509.99	599.00	509.99	N/A	0.00		806703023113	CZ USA	RIFLE	CZ457	22WMR
02312	CZU CZ457 AMER BA RFL 17HMR 5R	509.99	599.00	509.99	N/A	0.00		806703023120	CZ USA	RIFLE	CZ457	17HMR
02313	CZU CZ457 AMER SYN RFL 22LR 5R	469.99	549.00	469.99	N/A	0.00		806703023137	CZ USA	RIFLE	CZ457	22LR
02314	CZU CZ457 AMER SYN RFL 22M 5R	469.99	549.00	469.99	N/A	0.00		806703023144	CZ USA	RIFLE	CZ457	22WMR
02315	CZU CZ457 AMER SYN 17HMR 5R SR	469.99	549.00	469.99	N/A	0.00		806703023151	CZ USA	RIFLE	CZ457	17HMR
02365	CZU CZ457 VARM AT-ONE 22LR 16B	659.99	779.00	659.99	N/A	0.00		806703023656	CZ-USA	RIFLE	CZ457	22LR
02366	CZU CZ457 VARM AT-ONE 22LR 24B	664.99	779.00	664.99	N/A	0.00		806703023663	CZ USA	RIFLE	CZ457	22LR
02370	CZU CZ457 ROYAL 22LR 16B WOOD	679.99	799.00	679.99	N/A	0.00		806703023700	CZ-USA	RIFLE	CZ457	22LR
02371	CZU CZ457 PREMIUM 22LR 24B WAL	704.99	829.00	704.99	N/A	0.00		806703023717	CZ-USA	RIFLE	CZ 457 PREMIUM 22LR 1/2X20	22LR
02372	CZU CZ457 JAGUAR 22LR 28B WOOD	534.99	629.00	534.99	N/A	0.00		806703023724	CZ USA	RIFLE	CZ457	22LR
02373	CZU CZ457 ROYAL 22LR 20B WOOD	679.99	799.00	679.99	N/A	0.00		806703023731	CZ-USA	RIFLE	CZ457	22LR
024100103	BRN BL-22 22LR LVR RFL GRD I	619.00	849.99	619.00	729.99	0.00		023614025474	BROWNING	RIFLE	BL-22	22LR
024101103	BRN BL-22 22LR LVR RFL GRD II	709.00	979.99	709.00	829.99	0.00		023614025481	BROWNING	RIFLE	BL-22	22LR
024105155	BRN BL-22 22LR LVR GRDII OCTGN	979.00	1329.99	979.00	1149.99	0.00		023614243816	BROWNING	RIFLE	BL-22	22LR
024107102	BRN BL-22 22LR LVR GRD I NICKL	649.00	879.99	649.00	779.99	0.00		023614250197	BROWNING	RIFLE	BL-22	22LR
024108102	BRN BL-22 22LR LVR GRDII NICKL	769.00	1049.99	769.00	899.99	0.00		023614250203	BROWNING	RIFLE	BL-22	22LR
024115103	BRN BL-22 MICRO MIDAS 22LR RFL	579.00	779.99	579.00	679.99	0.00		023614071242	BROWNING	RIFLE	BLR	22LR
025175202	BRN T-BOLT RFL 22LR B	599.00	799.99	599.00	699.99	0.00		023614252733	BROWNING	RIFLE	T-BOLT	22LR
025175270	BRN T-BOLT SPRTR RFL 17HMR B	629.00	849.99	629.00	749.99	0.00		023614257943	BROWNING	RIFLE	T-BOLT	17HMR
025176202	BRN T-BOLT TGT/VARM RFL 22LR B	619.00	849.99	619.00	729.99	0.00		023614255222	BROWNING	RIFLE	T-BOLT	22LR
025176204	BRN T-BOLT TGT/VARM RFL 22M B	639.00	879.99	639.00	749.99	0.00		023614257950	BROWNING	RIFLE	T-BOLT	22M
025176270	BRN T-BOLT TGT/VRM RFL 17HMR B	639.00	879.99	639.00	749.99	0.00		023614257967	BROWNING	RIFLE	T-BOLT	17HMR
025236202	BRN T-BOLT TGT/VAR LAM 22LR TB	749.00	999.99	749.00	879.99	0.00		023614686682	BROWNING	RIFLE	T-BOLT	22LR
025236270	BRN T-BOLT TGT/VAR LAM 17HMR	789.00	1079.99	789.00	929.99	0.00		023614686705	BROWNING	RIFLE	T-BOLT	17HMR
025252202	BRN T-BOLT TRGT SR MPL 22LR TB	679.00	899.00	679.00	N/A	0.00		023614856986	BROWNING	RIFLE	T-BOLT	22LR
025253202	BRN T-BOLT TRGT SR RFL 22LR TB	699.00	939.99	699.00	N/A	0.00		023614856375	BROWNING	RIFLE	T-BOLT	22LR
025253204	BRN T-BOLT TRGT SR RFL 22M SS	729.00	979.99	729.00	N/A	0.00		023614856382	BROWNING	RIFLE	T-BOLT	22M
025253270	BRN T-BOLT TRGT SR 17HMR TB	729.00	979.99	729.00	N/A	0.00		023614856399	BROWNING	RIFLE	T-BOLT	17HMR
025256202	BRN T-BOLT SPRT MAPLE 22LR B	629.99	839.99	629.00	N/A	0.00		023614856993	BROWNING	RIFLE	T-BOLT	22LR
031001218	BRN BAR SAFARI SA RFL 308 N/S	1239.00	1679.99	1239.00	1449.99	0.00		023614287001	BROWNING	RIFLE	BAR	308
031001223	BRN BAR SAFARI SA RFL 2506 N/S	1239.00	1679.99	1239.00	1449.99	0.00		023614074939	BROWNING	RIFLE	SAFARI	25-06 REM
031001224	BRN BAR SAFARI SA RFL 270 N/S	1239.00	1679.99	1239.00	1449.99	0.00		023614286974	BROWNING	RIFLE	SAFARI	270
031001226	BRN BAR SAFARI SA RFL 3006 N/S	1239.00	1679.99	1239.00	1449.99	0.00		023614286998	BROWNING	RIFLE	BAR	30-06
031047211	BRN BAR MK3 SA RFL 243 N/S	1099.00	1479.99	1099.00	1299.99	0.00		023614439646	BROWNING	RIFLE	BAR MK 3	243
031047218	BRN BAR MK3 SA RFL 308 N/S	1099.00	1479.99	1099.00	1299.99	0.00		023614439660	BROWNING	RIFLE	BAR MK 3	308
031047224	BRN BAR MK3 SA RFL 270 N/S	1099.00	1479.99	1099.00	1299.99	0.00		023614439691	BROWNING	RIFLE	N/A	270
031047226	BRN BAR MK3 SA RFL 30-06 N/S	1099.00	1479.99	1099.00	1299.99	0.00		023614439707	BROWNING	RIFLE	NA	30-06
031047229	BRN BAR MK3 SA RFL 300 N/S	1189.00	1599.99	1189.00	1399.99	0.00		023614439721	BROWNING	RIFLE	BAR MK 3	300
031048218	BRN BAR MK3 STALK SA 308 N/S	1099.00	1479.99	1099.00	1299.99	0.00		023614439752	BROWNING	RIFLE	BAR MK 3 STALKER	308
031048226	BRN BAR MK3 STALK SA 30-06 N/S	1099.00	1479.99	1099.00	1299.99	0.00		023614439790	BROWNING	RIFLE	N/A	30-06
031048229	BRN BAR MK3 STALK SA 300 N/S	1189.00	1599.99	1189.00	1399.99	0.00		023614439813	BROWNING	RIFLE	BAR MK 3 STALKER	300WIN MAG
031054218	BRN BAR MK3 DBM SA 308 N/S SYN	1279.00	1729.99	1279.00	1499.99	0.00		023614443537	BROWNING ARMS COMPANY, INC	RIFLE	DESIGNED BY BROWNING PORTUGAL	308
031065218	BRN BAR MK3 DBM SA 308 N/S WD	1309.00	1779.99	1309.00	1529.99	0.00		023614736790	BROWNING	RIFLE	BAR MK 3 DBM	308
031072218	BRN BAR MK3 SPD SA 308 22B CAM	1359.00	1829.99	1359.00	1599.99	0.00		023614852414	BROWNING	RIFLE	BAR MK 3 SPEED	308
031072224	BRN BAR MK3 SPD SA 270 22B CAM	1359.00	1829.99	1359.00	1599.99	0.00		023614852421	BROWNING	RIFLE	BAR MK 3 SPEED	270
031072226	BRN BAR MK3 SPD SA 30-06 22B C	1359.00	1829.99	1359.00	1599.99	0.00		023614852438	BROWNING	RIFLE	BAR MK 3 SPEED	30-06
031072227	BRN BAR MK3 SPD SA 7MM 24B CAM	1439.00	1929.99	1439.00	1679.99	0.00		023614852469	BROWNING	RIFLE	BAR MK 3 SPEED	7MM
031072229	BRN BAR MK3 SPD SA 300 24B CAM	1439.00	1929.99	1439.00	1679.99	0.00		023614852476	BROWNING	RIFLE	BAR MK 3 SPEED	300
0318	RUG BLKHWK 357/9MM REV 6.5B	634.00	959.00	634.00	N/A	0.00		736676003181	RUGER	REVOLVER	NEW MODEL BLACKHAWK	357|9MM
0333	RUG BLKHWK 357/9MM REV 5.5B TL	704.99	1009.00	704.99	N/A	0.00		736676003334	RUGER	REVOLVER	BLACKHAWK	357|9MM
034006118	BRN BLR LTWT 81 308 LVR RFL	839.00	1129.99	839.00	999.99	0.00		023614240655	BROWNING	RIFLE	BLR	308
034006124	BRN BLR LTWT 81 270 LVR RFL	889.00	1199.99	889.00	1049.99	0.00		023614240341	BROWNING	RIFLE	BLR LT WT 81	270
034006126	BRN BLR LTWT 81 30-06 LVR RFL	889.00	1199.99	889.00	1049.99	0.00		023614240365	BROWNING	RIFLE	BLR	30-06
034006182	BRN BLR LTWT 81 6.5CM LVR RFL	839.00	1129.99	839.00	999.99	0.00		023614741510	BROWNING	RIFLE	BLR	6.5 CREEDMOOR
034009111	BRN BLR LTWT PG 243 LVR RFL	889.00	1199.99	889.00	1049.99	0.00		023614250029	BROWNING	RIFLE	BLR LIGHTWEIGHT	243
034009118	BRN BLR LTWT PG 308 LVR RFL	889.00	1199.99	889.00	1049.99	0.00		023614250043	BROWNING	RIFLE	BLR LIGHTWEIGHT	308
034009126	BRN BLR LTWT PG 30-06 LVR RFL	929.00	1249.99	929.00	1099.99	0.00		023614249986	BROWNING	RIFLE	BLR LIGHTWEIGHT	30-06
034009129	BRN BLR LTWT PG 300 LVR RFL	929.00	1249.99	929.00	1099.99	0.00		023614250005	BROWNING	RIFLE	BLR LIGHTWEIGHT	300 WIN MAG
034009182	BRN BLR LTWT PG 6.5CR LVR RFL	889.00	1199.99	889.00	1049.99	0.00		023614741534	BROWNING	RIFLE	BLR LIGHTWEIGHT	6.5 CREEDMOOR
034015118	BRN BLR LTWT 81 TD RFL 308 SS	1049.00	1399.99	1049.00	1229.99	0.00		023614259602	BROWNING	RIFLE	BLR LIGHTWEIGHT 81 TAKEDOWN	308
034015129	BRN BLR LTWT 81 TD RFL 300 SS	1099.00	1479.99	1099.00	1299.99	0.00		023614259701	BROWNING	RIFLE	N/A	300
034015182	BRN BLR LTWT 81 TD R 6.5CR SS	1049.00	1399.99	1049.00	1229.99	0.00		023614741527	BROWNING	RIFLE	BLR LIGHTWEIGHT 81 TAKEDOWN	6.5 CREEDMOOR
034018118	BRN BLR LTWT PG RFL 308 SS 20B	949.00	1279.99	949.00	1129.99	0.00		023614066620	BROWNING	RIFLE	BLR LIGHTWEIGHT STAINLESS	308
034018182	BRN BLR LTWT PG RFL 6.5CR SS	949.00	1279.99	949.00	1129.99	0.00		023614741541	BROWNING	RIFLE	BLR LIGHTWEIGHT STAINLESS	6.5 CREEDMOOR
035200218	BRN XBOLT MEDALLION 308 22B	909.00	1229.99	909.00	1079.99	0.00		023614258155	BROWNING	RIFLE	XBOLT	308
035200224	BRN XBOLT MEDALLION 270 22B	909.00	1229.99	909.00	1079.99	0.00		023614258216	BROWNING	RIFLE	XBOLT	270
035200226	BRN XBOLT MEDALLION 30-06 22B	909.00	1229.99	909.00	1079.99	0.00		023614258230	BROWNING	RIFLE	XBOLT	30-06 SPRG
035200229	BRN XBOLT MEDALLION 300 26B	939.00	1279.99	939.00	1099.99	0.00		023614258254	BROWNING	RIFLE	XBOLT	300
035200282	BRN XBOLT MEDALLION 6.5CR 22B	909.00	1229.99	909.00	1079.99	0.00		023614442844	BROWNING	RIFLE	XBOLT	6.5 CREEDMOOR
035208211	BRN XBOLT HUNTER 243 22B	809.00	1099.99	809.00	949.99	0.00		023614257998	BROWNING	RIFLE	XBOLT	243
035208216	BRN XBOLT HUNTER 7MM-08 22B	809.00	1099.99	809.00	949.99	0.00		023614258681	BROWNING	RIFLE	XBOLT	7MM-08 REM ONLY
035208218	BRN XBOLT HUNTER 308 22B	809.00	1099.99	809.00	949.99	0.00		023614258001	BROWNING	RIFLE	XBOLT	308
035208224	BRN XBOLT HUNTER 270 22B	809.00	1099.99	809.00	949.99	0.00		023614258063	BROWNING	RIFLE	XBOLT	270
035208226	BRN XBOLT HUNTER 30-06 22B	809.00	1099.99	809.00	949.99	0.00		023614258087	BROWNING	RIFLE	XBOLT	30-06
035208227	BRN XBOLT HUNTER 7MM 26B	839.00	1129.99	839.00	999.99	0.00		023614258094	BROWNING	RIFLE	XBOLT	7MM REM MAG
035208229	BRN XBOLT HUNTER 300 26B	839.00	1129.99	839.00	999.99	0.00		023614258100	BROWNING	RIFLE	XBOLT	300
035208282	BRN XBOLT HUNTER 6.5CREED 22B	809.00	1099.99	809.00	949.99	0.00		023614442820	BROWNING	RIFLE	XBOLT	6.5 CREEDMOOR
035235218	BRN XBOLT WHITE GOLD 308 22SS	1239.00	1679.99	1239.00	1449.99	0.00		023614067283	BROWNING	RIFLE	XBOLT	308
035235224	BRN XBOLT WHITE GOLD 270 22SS	1239.00	1679.99	1239.00	1449.99	0.00		023614067351	BROWNING	RIFLE	XBOLT WHITE GOLD	270
035235226	BRN XBOLT WHITE GOLD 3006 22SS	1239.00	1679.99	1239.00	1449.99	0.00		023614067375	BROWNING	RIFLE	XBOLT	30-06
035235229	BRN XBOLT WHITE GOLD 300 26SS	1269.00	1699.99	1269.00	1499.99	0.00		023614067399	BROWNING	RIFLE	X-BOLT	300 WIN MAG ONLY
035235282	BRN XBOLT WHITE GOLD 6.5CR 22B	1239.00	1679.99	1239.00	1449.99	0.00		023614442905	BROWNING	RIFLE	XBOLT	6.5 CREEDMOOR ONLY
035255218	BRN XBOLT HUNTER 308 22B LH	829.00	1129.99	829.00	979.99	0.00		023614071587	BROWNING	RIFLE	XBOLT	308
035255226	BRN XBOLT HUNTER 30-06 22B LH	829.00	1129.99	829.00	979.99	0.00		023614071679	BROWNING	RIFLE	X-BOLT	30-06
035255282	BRN XBOLT HUNTER 6.5CR 22B LH	829.00	1129.99	829.00	979.99	0.00		023614442837	BROWNING	RIFLE	XBOLT	6.5 CREEDMOOR
035438218	BRN XBOLT MAX LR HNTR 308	1059.00	1429.99	1059.00	1249.99	0.00		023614679318	BROWNING	RIFLE	XBOLT	308
035438227	BRN XBOLT MAX LR HNTR 7MM	1099.00	1479.99	1099.00	1299.99	0.00		023614679349	BROWNING ARMS COMPANY	RIFLE	X-BOLT MAX	7MM REM MAG
035438229	BRN XBOLT MAX LR HNTR 300	1099.00	1479.99	1099.00	1299.99	0.00		023614679363	BROWNING	RIFLE	XBOLT	300 WIN MAG 1-8
035438282	BRN XBOLT MAX LR HNTR 6.5CR	1059.00	1429.99	1059.00	1249.99	0.00		023614679301	BROWNING ARMS COMPANY	RIFLE	X-BOLT	6.5 CREEDMOOR
035438294	BRN XBOLT MAX LR 6.5PRC 26B	1099.00	1479.99	1099.00	1299.99	0.00		023614738077	BROWNING	RIFLE	XBOLT	6.5 PRC
035438299	BRN XBOLT MAX LR 6.8WEST 26B	1099.00	1479.99	1099.00	1299.99	0.00		023614851295	BROWNING	RIFLE	XBOLT	6.8 WESTERN
035496218	BRN XBOLT COMP STALK 308 22B	749.00	999.99	749.00	879.99	0.00		023614739883	BROWNING	RIFLE	XBOLT	308
035496224	BRN XBOLT COMP STLK 270 22B	749.00	999.99	749.00	879.99	0.00		023614739906	BROWNING	RIFLE	XBOLT	270
035496226	BRN XBOLT COMP STLK 30-06 22B	749.00	999.99	749.00	879.99	0.00		023614739920	BROWNING	RIFLE	XBOLT	30-06
035496227	BRN XBOLT COMP STLK 7MM 26B	789.00	1079.99	789.00	929.99	0.00		023614739951	BROWNING	RIFLE	XBOLT	7MM REM MAG
035496229	BRN XBOLT COMP STLK 300 26B	789.00	1079.99	789.00	929.99	0.00		023614739968	BROWNING	RIFLE	XBOLT	300
035496282	BRN XBOLT COMP STALK 6.5CR 22B	749.00	999.99	749.00	879.99	0.00		023614739869	BROWNING	RIFLE	XBOLT	6.5 CREEDMOOR
035497218	BRN XBOLT STALKER 308 22SS	979.00	1329.99	979.00	1149.99	0.00		023614740049	BROWNING	RIFLE	XBOLT	308
035497224	BRN XBOLT STALKER 270 22SS	979.00	1329.99	979.00	1149.99	0.00		023614740063	BROWNING	RIFLE	XBOLT	270
035497226	BRN XBOLT STALKER 30-06 22SS	979.00	1329.99	979.00	1149.99	0.00		023614740087	BROWNING	RIFLE	XBOLT	30-06
035497227	BRN XBOLT STALKER 7MM 26SS	1009.00	1379.99	1009.00	1179.99	0.00		023614740117	BROWNING	RIFLE	XBOLT	7MM REM MAG
035497229	BRN XBOLT STALKER 300 26SS	1009.00	1379.99	1009.00	1179.99	0.00		023614740124	BROWNING	RIFLE	XBOLT	300
035497282	BRN XBOLT STALKER 6.5CR 22SS	979.00	1329.99	979.00	1149.99	0.00		023614740025	BROWNING	RIFLE	XBOLT	6.5 CREEDMOOR
035528229	BRN XBOLT STALKER LR 300 26B	849.99	1149.99	849.99	N/A	0.00		023614744795	BROWNING ARMS COMPANY, INC	RIFLE	X-BOLT	300
035528282	BRN XBOLT STALKER LR 6.5CR 26B	829.99	1129.99	829.99	N/A	0.00		023614744740	BROWNING ARMS COMPANY	RIFLE	X-BOLT	6.5 CREEDMOOR
035528294	BRN XBOLT STALKER LR 6.5PRC 26	849.99	1149.99	849.99	N/A	0.00		023614744764	BROWNING ARMS COMPANY, INC	RIFLE	X-BOLT STALKER	6.5 PRC
035531282	BRN XBOLT MAX LR FDE 6.5CR	989.99	1329.99	989.99	N/A	0.00		023614997788	BROWNING	RIFLE	XBOLT	6.5 CREEDMOOR
035531294	BRN XBOLT MAX LR FDE 6.5PRC	1019.99	1379.99	1019.99	N/A	0.00		023614997795	BROWNING	RIFLE	XBOLT	6.5 PRC
035538226	BRN XBOLT MTN PRO 30-06 22BB	1959.00	2629.99	1959.00	2299.99	0.00		023614849551	BROWNING	RIFLE	XBOLT	30-06
035538227	BRN XBOLT MTN PRO 7MM 26BB	1979.00	2649.99	1979.00	2329.99	0.00		023614849568	BROWNING	RIFLE	XBOLT	7MM
035538229	BRN XBOLT MTN PRO 300 26BB	1979.00	2649.99	1979.00	2329.99	0.00		023614849582	BROWNING ARMS COMPANY, INC	RIFLE	X-BOLT	CAL. .300 WIN MAG ONLY
035538246	BRN XBOLT MTN PRO 300WSM 23BB	1979.00	2649.99	1979.00	2329.99	0.00		023614849537	BROWNING	RIFLE	XBOLT	300WSM
035538282	BRN XBOLT MTN PRO 6.5CR 22BB	1959.00	2629.99	1959.00	2299.99	0.00		023614849506	BROWNING ARMS COMPANY, INC	RIFLE	X-BOLT	6.5 CREEDMOOR
035538288	BRN XBOLT MTN PRO 28NOS 26BB	1999.00	2679.99	1999.00	2329.99	0.00		023614849575	BROWNING ARMS COMPANY, INC	RIFLE	X-BOLT	28 NOSLER
035538297	BRN XBOLT MTN PRO 300PRC 26BB	1979.00	2649.99	1979.00	2329.99	0.00		023614849605	BROWNING ARMS COMPANY	RIFLE	XBOLT	300 PRC
035538298	BRN XBOLT MTN PRO 7MM PRC 24BB	1979.00	2649.99	1979.00	N/A	0.00		023614857266	BROWNING	RIFLE	XBOLT	7MM PRC
035538299	BRN XBOLT MTN PRO 6.8WEST 24BB	1979.00	2649.99	1979.00	2329.99	0.00		023614849513	BROWNING ARMS COMPANY, INC	RIFLE	XBOLT	6.8 WESTERN
035539227	BRN XBOLT MTN PRO LR 7MM 26BB	2009.00	2699.99	2009.00	2349.99	0.00		023614849674	BROWNING	RIFLE	XBOLT	7MM REM MAG ONLY
035539229	BRN XBOLT MTN PRO LR 300 26BB	2009.00	2699.99	2009.00	2349.99	0.00		023614849698	BROWNING	RIFLE	XBOLT	300
035539282	BRN XBOLT MTN PRO LR 6.5CR 26B	1989.00	2679.99	1989.00	2329.99	0.00		023614849643	BROWNING ARMS COMPANY	RIFLE	XBOLT	6.5 CREEDMOOR
035539288	BRN XBOLT MTN PRO LR 28NOS 26B	2029.00	2729.99	2029.00	2379.99	0.00		023614849681	BROWNING ARMS COMPANY, INC	RIFLE	X-BOLT	28 NOSLER
035539297	BRN XBOLT MTN PRO LR BB 300PRC	2009.00	2699.99	2009.00	2349.99	0.00		023614849711	BROWNING ARMS COMPANY, INC	RIFLE	X-BOLT	300 PRC
035539299	BRN XBOLT MT PRO LR BB 6.8WEST	2009.00	2699.99	2009.00	2349.99	0.00		023614849650	BROWNING	RIFLE	XBOLT	6.8 WESTERN
035540226	BRN XBOLT MTN PRO 30-06 22TUNG	1959.00	2629.99	1959.00	2299.99	0.00		023614849803	BROWNING	RIFLE	XBOLT	30-06
035540227	BRN XBOLT MTN PRO 7MM 26TUNG	1979.00	2649.99	1979.00	2329.99	0.00		023614849810	BROWNING ARMS COMPANY, INC	RIFLE	X-BOLT	7MM REM. MAG
035540229	BRN XBOLT MTN PRO 300 26TUNG	1979.00	2649.99	1979.00	2329.99	0.00		023614849834	BROWNING ARMS COMPANY, INC	RIFLE	X-BOLT	300 WIN MAG
035540246	BRN XBOLT MTN PRO 300WSM 23TNG	1979.00	2649.99	1979.00	2329.99	0.00		023614849780	BROWNING	RIFLE	XBOLT	300WSM
